id,timestamp,latitude,longitude
10036,2014/08/21 08:00:00,30.691607,104.047832
10036,2014/08/21 08:05:00,30.691583,104.047785
10036,2014/08/21 08:10:00,30.691581,104.047802
10036,2014/08/21 08:15:00,30.691583,104.047801
10036,2014/08/21 08:20:00,30.691663,104.047831
10036,2014/08/21 08:25:00,30.691659,104.047835
10036,2014/08/21 08:30:00,30.691622,104.047848
10036,2014/08/21 08:35:00,30.691721,104.047784
10036,2014/08/21 08:40:00,30.691929,104.047826
10036,2014/08/21 08:45:00,30.691679,104.047916
10036,2014/08/21 08:50:00,30.691728,104.047859
10036,2014/08/21 08:55:00,30.691809,104.047759
10036,2014/08/21 09:00:00,30.691909,104.047714
10036,2014/08/21 09:05:00,30.691898,104.047726
10036,2014/08/21 09:10:00,30.691905,104.04767
10036,2014/08/21 09:15:00,30.691853,104.047621
10036,2014/08/21 09:20:00,30.691781,104.04755
10036,2014/08/21 09:25:00,30.691598,104.047764
10036,2014/08/21 09:30:00,30.691611,104.047838
10036,2014/08/21 09:35:00,30.691623,104.047781
10036,2014/08/21 09:40:00,30.691735,104.047738
10036,2014/08/21 09:45:00,30.691666,104.047729
10036,2014/08/21 09:50:00,30.691599,104.047719
10036,2014/08/21 09:55:00,30.691619,104.047803
10036,2014/08/21 10:00:00,30.691678,104.047776
10036,2014/08/21 10:05:00,30.691642,104.047815
10036,2014/08/21 10:10:00,30.691591,104.047759
10036,2014/08/21 10:15:00,30.691627,104.047819
10036,2014/08/21 10:20:00,30.691682,104.047775
10036,2014/08/21 10:25:00,30.691574,104.04775
10036,2014/08/21 10:30:00,30.691575,104.047772
10036,2014/08/21 10:35:00,30.691614,104.047825
10036,2014/08/21 10:40:00,30.691649,104.047842
10036,2014/08/21 10:45:00,30.691571,104.047717
10036,2014/08/21 10:50:00,30.691581,104.047817
10036,2014/08/21 10:55:00,30.691624,104.047835
10036,2014/08/21 11:00:00,30.691566,104.047753
10036,2014/08/21 11:05:00,30.691529,104.047749
10036,2014/08/21 11:10:00,30.691548,104.047786
10036,2014/08/21 11:15:00,30.691585,104.047784
10036,2014/08/21 11:20:00,30.691561,104.04782
10036,2014/08/21 11:25:00,30.691581,104.04784
10036,2014/08/21 11:30:00,30.69158,104.047876
10036,2014/08/21 11:35:00,30.691567,104.04786
10036,2014/08/21 11:40:00,30.691532,104.047803
10036,2014/08/21 11:45:00,30.691534,104.047804
10036,2014/08/21 11:50:00,30.691561,104.047806
10036,2014/08/21 11:55:00,30.691601,104.047857
10036,2014/08/21 12:00:00,30.691569,104.04784
10036,2014/08/21 12:05:00,30.691574,104.047849
10036,2014/08/21 12:10:00,30.691585,104.047848
10036,2014/08/21 12:15:00,30.691588,104.047811
10036,2014/08/21 12:20:00,30.691613,104.047857
10036,2014/08/21 12:25:00,30.691616,104.047815
10036,2014/08/21 12:30:00,30.691607,104.047835
10036,2014/08/21 12:35:00,30.69163,104.047846
10036,2014/08/21 12:40:00,30.691658,104.047815
10036,2014/08/21 12:45:00,30.691634,104.047772
10036,2014/08/21 12:50:00,30.691614,104.047844
10036,2014/08/21 12:55:00,30.691612,104.047845
10036,2014/08/21 13:00:00,30.691556,104.047773
10036,2014/08/21 13:05:00,30.691587,104.047806
10036,2014/08/21 13:10:00,30.691517,104.04776
10036,2014/08/21 13:15:00,30.691511,104.047825
10036,2014/08/21 13:20:00,30.69144,104.04769
10036,2014/08/21 13:25:00,30.691453,104.047727
10036,2014/08/21 13:30:00,30.691526,104.047936
10036,2014/08/21 13:35:00,30.691576,104.047757
10036,2014/08/21 13:40:00,30.69163,104.047774
10036,2014/08/21 13:45:00,30.691652,104.047773
10036,2014/08/21 13:50:00,30.691645,104.047822
10036,2014/08/21 13:55:00,30.691687,104.047885
10036,2014/08/21 14:00:00,30.691875,104.048033
10036,2014/08/21 14:05:00,30.69208,104.046933
10036,2014/08/21 14:10:00,30.693932,104.034132
10036,2014/08/21 14:15:00,30.710143,104.018881
10036,2014/08/21 14:20:00,30.709477,104.015377
10036,2014/08/21 14:25:00,30.704603,104.022008
10036,2014/08/21 14:30:00,30.710561,104.018655
10036,2014/08/21 14:35:00,30.710145,104.012362
10036,2014/08/21 14:40:00,30.710214,104.01169
10036,2014/08/21 14:45:00,30.709407,104.019084
10036,2014/08/21 14:50:00,30.696417,104.029032
10036,2014/08/21 14:55:00,30.685967,104.059639
10036,2014/08/21 15:00:00,30.6894,104.06443
10036,2014/08/21 15:05:00,30.686075,104.060681
10036,2014/08/21 15:10:00,30.685923,104.073014
10036,2014/08/21 15:15:00,30.679484,104.089574
10036,2014/08/21 15:20:00,30.668993,104.102937
10036,2014/08/21 15:25:00,30.667476,104.092418
10036,2014/08/21 15:30:00,30.663939,104.085736
10036,2014/08/21 15:35:00,30.658782,104.07387
10036,2014/08/21 15:40:00,30.659076,104.071077
10036,2014/08/21 15:45:00,30.649833,104.062274
10036,2014/08/21 15:50:00,30.63234,104.05096
10036,2014/08/21 15:55:00,30.62016,104.070418
10036,2014/08/21 16:00:00,30.620156,104.071472
10036,2014/08/21 16:05:00,30.620438,104.076283
10036,2014/08/21 16:10:00,30.635222,104.079503
10036,2014/08/21 16:15:00,30.640572,104.089952
