id,timestamp,latitude,longitude
10036,2014/08/21 06:00:00,30.677227,104.027242
10036,2014/08/21 06:05:00,30.674142,104.035231
10036,2014/08/21 06:10:00,30.673818,104.036267
10036,2014/08/21 06:15:00,30.675225,104.033719
10036,2014/08/21 06:20:00,30.675193,104.033854
10036,2014/08/21 06:25:00,30.677404,104.030195
10036,2014/08/21 06:30:00,30.676275,104.024346
10036,2014/08/21 06:35:00,30.675429,104.030378
10036,2014/08/21 06:40:00,30.675169,104.03391
10036,2014/08/21 06:45:00,30.675094,104.03398
10036,2014/08/21 06:50:00,30.67017,104.037885
10036,2014/08/21 06:55:00,30.670175,104.037856
10036,2014/08/21 07:00:00,30.670067,104.037679
10036,2014/08/21 07:05:00,30.669909,104.037369
10036,2014/08/21 07:10:00,30.670136,104.037842
10036,2014/08/21 07:15:00,30.669964,104.037653
10036,2014/08/21 07:20:00,30.670153,104.037893
10036,2014/08/21 07:25:00,30.669975,104.037642
10036,2014/08/21 07:30:00,30.669975,104.037656
10036,2014/08/21 07:35:00,30.675671,104.03367
10036,2014/08/21 07:40:00,30.685526,104.036987
10036,2014/08/21 07:45:00,30.693629,104.046055
10036,2014/08/21 07:50:00,30.691574,104.047822
10036,2014/08/21 07:55:00,30.69161,104.047861
10036,2014/08/21 08:00:00,30.691607,104.047832
10036,2014/08/21 08:05:00,30.691583,104.047785
10036,2014/08/21 08:10:00,30.691581,104.047802
10036,2014/08/21 08:15:00,30.691583,104.047801
10036,2014/08/21 08:20:00,30.691663,104.047831
10036,2014/08/21 08:25:00,30.691659,104.047835
10036,2014/08/21 08:30:00,30.691622,104.047848
10036,2014/08/21 08:35:00,30.691721,104.047784
10036,2014/08/21 08:40:00,30.691929,104.047826
10036,2014/08/21 08:45:00,30.691679,104.047916
10036,2014/08/21 08:50:00,30.691728,104.047859
10036,2014/08/21 08:55:00,30.691809,104.047759
10036,2014/08/21 09:00:00,30.691909,104.047714
10036,2014/08/21 09:05:00,30.691898,104.047726
10036,2014/08/21 09:10:00,30.691905,104.04767
10036,2014/08/21 09:15:00,30.691853,104.047621
10036,2014/08/21 09:20:00,30.691781,104.04755
10036,2014/08/21 09:25:00,30.691598,104.047764
10036,2014/08/21 09:30:00,30.691611,104.047838
10036,2014/08/21 09:35:00,30.691623,104.047781
10036,2014/08/21 09:40:00,30.691735,104.047738
10036,2014/08/21 09:45:00,30.691666,104.047729
10036,2014/08/21 09:50:00,30.691599,104.047719
10036,2014/08/21 09:55:00,30.691619,104.047803
10036,2014/08/21 10:00:00,30.691678,104.047776
10036,2014/08/21 10:05:00,30.691642,104.047815
10036,2014/08/21 10:10:00,30.691591,104.047759
10036,2014/08/21 10:15:00,30.691627,104.047819
10036,2014/08/21 10:20:00,30.691682,104.047775
10036,2014/08/21 10:25:00,30.691574,104.04775
10036,2014/08/21 10:30:00,30.691575,104.047772
10036,2014/08/21 10:35:00,30.691614,104.047825
10036,2014/08/21 10:40:00,30.691649,104.047842
10036,2014/08/21 10:45:00,30.691571,104.047717
10036,2014/08/21 10:50:00,30.691581,104.047817
10036,2014/08/21 10:55:00,30.691624,104.047835
10036,2014/08/21 11:00:00,30.691566,104.047753
10036,2014/08/21 11:05:00,30.691529,104.047749
10036,2014/08/21 11:10:00,30.691548,104.047786
10036,2014/08/21 11:15:00,30.691585,104.047784
10036,2014/08/21 11:20:00,30.691561,104.04782
10036,2014/08/21 11:25:00,30.691581,104.04784
10036,2014/08/21 11:30:00,30.69158,104.047876
10036,2014/08/21 11:35:00,30.691567,104.04786
10036,2014/08/21 11:40:00,30.691532,104.047803
10036,2014/08/21 11:45:00,30.691534,104.047804
10036,2014/08/21 11:50:00,30.691561,104.047806
10036,2014/08/21 11:55:00,30.691601,104.047857
10036,2014/08/21 12:00:00,30.691569,104.04784
10036,2014/08/21 12:05:00,30.691574,104.047849
10036,2014/08/21 12:10:00,30.691585,104.047848
10036,2014/08/21 12:15:00,30.691588,104.047811
10036,2014/08/21 12:20:00,30.691613,104.047857
10036,2014/08/21 12:25:00,30.691616,104.047815
10036,2014/08/21 12:30:00,30.691607,104.047835
10036,2014/08/21 12:35:00,30.69163,104.047846
10036,2014/08/21 12:40:00,30.691658,104.047815
10036,2014/08/21 12:45:00,30.691634,104.047772
10036,2014/08/21 12:50:00,30.691614,104.047844
10036,2014/08/21 12:55:00,30.691612,104.047845
10036,2014/08/21 13:00:00,30.691556,104.047773
10036,2014/08/21 13:05:00,30.691587,104.047806
